category,book_name,author,publisher,publishDate,price
小说,天幕红尘,豆豆,作家出版社,2013-6-1,36.00元
小说,告白,[日] 凑佳苗,湖南文艺出版社,2016-4,36.80元
小说,王能好,魏思孝,上海文艺出版社,2022-3,59.00元
小说,变形记,[奥] 弗兰兹·卡夫卡,江苏凤凰文艺出版社,2023-6-30,45.00
小说,月亮和六便士,[英] 毛姆,上海译文出版社,2006-8,15.00元
小说,半生缘,张爱玲,北京十月文艺出版社,2012-6-1,29.60元
小说,大地之上,[加拿大]罗欣顿·米斯特里,天地出版社,2021-6,98
小说,天龙八部,金庸,生活·读书·新知三联书店,1994-5,96.00元
小说,传奇,张爱玲,北京十月文艺出版社,2021-6,49.00元
小说,生死疲劳,莫言,浙江文艺出版社,2020-3,66.00元
小说,周四推理俱乐部,[英] 理查德·奥斯曼,接力出版社,2022-4,58.00元
小说,乌金的牙齿,万玛才旦,中信出版集团,2019-6,58.00
小说,星之继承者,[英] 詹姆斯·P.霍根,新星出版社,2021-4,58.00元
小说,强风吹拂,三浦紫苑,广西师范大学出版社,2015-1-1,39.00元
小说,长风渡·终结篇,墨书白,青岛出版社,2021-5,69.8
小说,饺子,李碧华,新星出版社,2013-11,49
小说,克雷姆斯的弯曲时间,[意]克劳迪奥·马格里斯,上海译文出版社,2023-7-31,52.00
小说,醉步男,[日] 小林泰三,北京时代华文书局,2019-10-1,49.00
小说,堂吉诃德的眼镜,张秋子,上海文艺出版社,2022-10,58
小说,华丽人生,[日] 伊坂幸太郎,新星出版社,2021-11,49.00元
小说,如首无作祟之物,[日] 三津田信三,文化发展出版社,2021-8,68.00
小说,大师和玛格丽特,(苏) 布尔加科夫,上海文艺出版社,2019-9,65.00元
小说,强风吹拂,[日] 三浦紫苑,广西师范大学出版社,2019-10,58.00元
小说,飞行家,双雪涛,广西师范大学出版社,2017-8,45.00元
小说,盐镇,易小荷,新星出版社,2023-2,69.00元
小说,山茶文具店,[日] 小川糸,湖南文艺出版社,2018-3,49.80
小说,第一人称单数,[日]村上春树,文治图书·花城出版社,2021-11-18,56.00
小说,围城,钱锺书,人民文学出版社,2017-6,36.00
小说,网内人,陈浩基,九州出版社,2019-8,62.00元
小说,9号的工作,[韩国] 金惠珍,辽宁人民出版社,2023-4,45
小说,人世间,梁晓声,中国青年出版社,2017-11-1,CNY 238.00
小说,长夜难明,紫金陈,云南人民出版社,2017-1,42.00元
小说,世上最美的溺水者,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2015-11-1,35.00元
小说,北京折叠,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2015-11-1,35.00元
小说,宛转环,慕明,上海文艺出版社,2023-2,62.00元
小说,浮木,杨本芬,北京联合出版公司,2021-7-2,39.80
小说,无人生还,[英] 阿加莎·克里斯蒂,新星出版社,2019-5,49.00元
小说,这是我最好的作品,[法] 阿尔贝·加缪、[美国] 欧内斯特·海明威、[美国] 厄普顿·辛克莱、[英国] 阿道司·赫胥黎 等,江苏凤凰文艺出版社,2022-12,98.00元
小说,足利女童连续失踪事件,[日] 清水洁,文汇出版社,2022-7,49.00元
小说,地下室手记,[俄] 陀思妥耶夫斯基,漓江出版社,2019-10-1,39.8
小说,肖申克的救赎,[美] 斯蒂芬·金,人民文学出版社,2006-7,29.90元
小说,河边的错误,[美] 斯蒂芬·金,人民文学出版社,2006-7,29.90元
小说,步履不停,[日] 是枝裕和,北京联合出版公司,2017-5,36.80元
小说,ABC谋杀案,[英] 阿加莎·克里斯蒂,新星出版社,2013-6,28.00元
小说,浪的景观,周嘉宁,上海文艺出版社,2022-8,52.00
小说,无人逝去,[日] 白井智之,四川文艺出版社,2023-7,45.00元
小说,三体全集,[日] 白井智之,四川文艺出版社,2023-7,45.00元
小说,邦查女孩,甘耀明,文化发展出版社,2018-11,76.00元
小说,皮囊,蔡崇达,天津人民出版社,2014-12-1,39.80元
小说,陌生人,陈研一,北京联合出版公司,2023-4,49.80元
小说,夜樱与四季,张玲玲,上海文艺出版社,2023-4,68.00
小说,恋情的终结,[英] 格雷厄姆·格林,江苏凤凰文艺出版社,2017-4,58.00元
小说,头号书迷（2023版）,[美] 斯蒂芬·金,人民文学出版社,2023-5,59.00
小说,迷宫馆事件,[日] 绫辻行人,新星出版社,2016-6,29.00元
小说,太古和其他的时间,[波兰] 奥尔加·托卡尔丘克,四川人民出版社,2017-12,48.00元
小说,斯泰尔斯庄园奇案,[英] 阿加莎·克里斯蒂,新星出版社,2013-3,28.00元
小说,承诺,[南非] 达蒙·加尔格特,广西师范大学出版社,2022-11,75
小说,权力与荣耀,格雷厄姆·格林,文汇出版社,2022-5-30,66
小说,从前我死去的家,[日]东野圭吾,北京十月文艺出版社,2018-8,49.50元
小说,被伤害与侮辱的人们,[俄] 陀思妥耶夫斯基,上海译文出版社,2015-1,CNY 52.00
小说,白痴,[俄] 陀思妥耶夫斯基,上海译文出版社,2015-1,68.00
小说,空芯手帐,八木咏美,南海出版公司,2023-3,49
小说,额尔古纳河右岸,迟子建,北京十月文艺出版社,2005-12,29.00元
小说,洋相,冯骥才,中国友谊出版公司,2019-3-1,45.00
小说,82年生的金智英(2021读者互动版）,[韩]赵南柱,北京联合出版公司,2021-11-10,48.00元
小说,镰仓旋涡咨询所,[日] 青山美智子,烨伊,湖南文艺出版社,2022-8
小说,杀手界·疾风号,(日)伊坂幸太郎,南海出版公司,2015-4,39.50元
小说,酒吧长谈,[秘鲁] 马里奥·巴尔加斯·略萨,人民文学出版社,2021-3,128.00元
小说,公羊的节日,[秘鲁] 马里奥·巴尔加斯·略萨,人民文学出版社,2021-6,108.00
小说,一间只属于自己的房间,[英] 弗吉尼亚·伍尔夫,天津人民出版社,2019-10,45.00元
小说,三幕悲剧,[英] 阿加莎·克里斯蒂,新星出版社,2018-11,39.00元
小说,循环,[英]  本·奥利弗,百花洲文艺出版社,2023-4,52.8
小说,赡养人类,刘慈欣,中国华侨出版社,2016-7,38.00元
小说,你一生的故事,[美] 特德·姜,译林出版社,2019-12,42.00元
小说,分成两半的子爵,[意] 伊塔洛·卡尔维诺,译林出版社,2012-4-1,20.00元
小说,银河帝国2：基地与帝国,[美] 艾萨克·阿西莫夫,江苏凤凰文艺出版社,2015-9,35.00元
小说,明朝那些事儿（1-9）,当年明月,中国海关出版社,2009-4,358.20元
小说,不能承受的生命之轻,米兰·昆德拉,上海译文出版社,2010-8,29.00元
小说,精神与爱欲,[德] 赫尔曼·黑塞,四川文艺出版社,2021-6-1,59.80
小说,难哄,竹已,江苏凤凰文艺出版社,2020-12,48.00元
小说,肠子,（美）恰克·帕拉尼克,北京联合出版公司,2014-11,39.80元
小说,寻找百忧解,陈百忧,台海出版社,2023-2,59.80
小说,过于喧嚣的孤独,博胡米尔.赫拉巴尔,北京十月文艺出版社,2017-10,CNY 32.00
小说,聋哑时代,双雪涛,广西师范大学出版社,2020-4,54.00
小说,不存在的骑士,[意] 伊塔洛·卡尔维诺,译林出版社,2012-4,22.00元
小说,倾城之恋,张爱玲,北京十月文艺出版社,2019-3,49.50元
小说,泥河·萤川,[日]宫本辉,人民文学出版社,2023-2-1,39
小说,满,金翠,人民文学出版社,2023-5-10,58
小说,孝尽,[韩国] 郑世朗,中信出版集团,2023-4,59.8
小说,天堂旅行团,张嘉佳,湖南文艺出版社,2021-8,48.00元
小说,朝颜,[日] 志贺直哉,重庆出版社,2023-5,48元
小说,城南旧事,林海音 文、关维兴 图,中国青年出版社,2003-7,16.00元
小说,如何是好,阎真,湖南文艺出版社,2022-10,59.8
小说,阳光下的罪恶,[英] 阿加莎·克里斯蒂,新星出版社,2014-8,28.00元
小说,献给名侦探的甜美死亡,[日]方丈贵惠,吕灵芝,新星出版社,2023-8
小说,神的九十亿个名字,[英] 阿瑟·克拉克,江苏凤凰文艺出版社,2018-8-20,42.00元
小说,沧浪之水,阎真,北京十月文艺出版社,2021-7,49
小说,星期四，喝可可,[日] 青山美智子,湖南文艺出版社,2022-3-30,49.8
小说,银河帝国：基地七部曲,[美] 艾萨克·阿西莫夫,江苏凤凰文艺出版社,2015-10-1,328.00元
小说,呼兰河传,萧红,百花文艺出版社,2005-01,19.00
小说,圣殿春秋,[英] 肯·福莱特,江苏凤凰文艺出版社,2018-7,188元
小说,南方高速,[阿根廷] 胡里奥·科塔萨尔,南海出版公司,2017-10,68.00
小说,秘要,田耳,上海文艺出版社,2023-3-1,68.00元
小说,西游记（全二册）,吴承恩,人民文学出版社,2004-8,47.20元
小说,白兔,[日] 伊坂幸太郎,南海出版公司,2021-11,59.00
小说,缓步,班宇,上海文艺出版社,2022-11-1,58.00元
小说,坡道上的家,[日] 角田光代,浙江人民出版社,2020-1,48
小说,底牌,[英] 阿加莎·克里斯蒂,新星出版社,2013-7,28.00元
小说,十日谈：新冠时期故事集,《纽约时报》杂志 主编,湖南文艺出版社,2023-8,68.00元
小说,蝇王,[英] 威廉·戈尔丁,上海译文出版社,2022-4,59
小说,呼啸山庄,(英) 艾米莉·勃朗特,译林出版社,2010-8-1,18.00元
小说,大雪将至,[奥地利] 罗伯特·泽塔勒,南海出版公司,2018-6,39.00元
小说,"Babel, or The Necessity of Violence",R. F. Kuang,Harper Voyager,2022-8-23,USD 23.99
小说,杜鲁姆,万程,线装书局,2023-2,58.00
小说,幽暗,韩东,江苏凤凰文艺出版社,2023-5,58.00元
小说,布拉格公墓,[意] 翁贝托·埃科,上海译文出版社,2020-7,78.00
小说,草坪的复仇,[美国] 理查德·布劳提根,广西师范大学出版社,2022-1-1,38.00元
小说,2666,[智利] 罗贝托·波拉尼奥,上海人民出版社,2012-1-1,98.00元
小说,茶花女,[法] 小仲马,上海译文出版社,2010-8-1,15.00元
小说,默读,Priest,百花洲文艺出版社,2018-1,45.00
小说,好骨头,[加]玛格丽特·阿特伍德,包慧怡,河南文艺出版社,2023-2-15
小说,天下骏马,[美国] 科马克·麦卡锡,北京日报出版社,2021-3,66.00元
小说,替身,[美] 苔丝·格里森,新星出版社,2023-5,59.00元
小说,米德尔马契,[英] 乔治·爱略特,人民文学出版社,2018-9,78.00元
小说,高尔夫球场命案,[英] 阿加莎·克里斯蒂,新星出版社,2014-7,28.00
小说,沉默的巡游,[日] 东野圭吾,南海出版公司,2020-3,59.00元
小说,全知读者视角,[韩] sing N song,国际文化出版公司,2023-3,55.00元
小说,沉默,[日]远藤周作,南海出版公司,2013-5,32.00元
小说,罗生门,[日]芥川龙之介,云南人民出版社,2015-8-7,68.00元
小说,体育馆之谜,[日] 青崎有吾,人民文学出版社,2017-10,48
小说,咕咕云谷,[美]安东尼·多尔（Anthony Doer）,中信出版集团,2023-3-28,79
小说,路边野餐,[俄] 阿卡迪·斯特鲁伽茨基、[俄] 鲍里斯·斯特鲁伽茨基,河南文艺出版社,2021-6-15,42
小说,伊凡·伊里奇之死,[俄] 列夫·托尔斯泰,东方出版社,2017-10,46.00元
小说,哈利·波特,J.K.罗琳 (J.K.Rowling),人民文学出版社,2008-12-1,498.00元
小说,暗狩之师：黄石公的狗,[日] 梦枕貘,湖南文艺出版社,2023-5,55
小说,革命之路,[美] 理查德·耶茨,上海译文出版社,2019-8-1,58.00元
小说,玻璃海绵,[日] 向田邦子,贵州人民出版社,2022-12,58.00元
小说,恶心,[法] 让-保罗·萨特,中国友谊出版公司,1999-3,16.00元
小说,寓所谜案,[英] 阿加莎·克里斯蒂,新星出版社,2013-3-1,28.00元
小说,水中舞者,(美) 塔那西斯·科茨 (Ta-Nehisi Coates),译林出版社,2023-7,78.00
小说,反抗的忧郁,(匈) 克拉斯诺霍尔卡伊·拉斯洛,浙江文艺出版社,2023-6,89.00元
小说,连续“杀人鬼”青蛙男,中山七里,花城出版社,2022-9,56.00元
小说,刀锋,[英] 毛姆,江西人民出版社,2017-9-1,36.00
小说,江湖消亡史：枪声四起,赵晨光,中国友谊出版公司,2023-4,45.00元
小说,复明症漫记,(葡)若泽·萨拉马戈,南海出版公司,2014-2,32.00
小说,叫魂,[美] 孔飞力,生活·读书·新知三联书店 上海三联书店,2014-6,38.00元
小说,如此苍白的心,[西班牙] 哈维尔·马里亚斯,南海出版公司,2023-1,68.00
小说,审判,[奥] 弗兰茨·卡夫卡,天津人民出版社,2019-4,49.80元
小说,奇迹降临之前,凌小灵,新星出版社,2023-4,48.00元
小说,儒林外史,吴敬梓,人民文学出版社,2002-1-1,20.00
小说,纯真博物馆,[土耳其] 奥尔罕·帕慕克,上海人民出版社,2010-1,36.00元
小说,命悬一丝,尤凤伟,河北教育出版社,2022-10-1,48.00
小说,该是重新点亮星星的时候了,（法）维尔吉妮·格里马尔蒂,杨旭,湖南文艺出版社,2020-6-30
小说,王室緋聞守則,凱西·麥奎斯頓（Casey McQuiston）,高寶國際,2020-2-5,NTD 380
小说,老派少女购物路线,洪爱珠,北京日报出版社,2023-2,68.00元
小说,苦炼,[法] 玛格丽特·尤瑟纳尔,上海三联书店,2021-10,68.00元
小说,基督山伯爵,[法国] 大仲马,上海译文出版社,1991-12-1,43.90元
小说,第一次,[日]岛本理生、[日本] 辻村深月、[日本] 宫部美雪、[日]森绘都,四川人民出版社,2023-6,42.00元
小说,尤利西斯,[爱尔兰] 乔伊斯,人民文学出版社,2012-5,79.00元
小说,人类群星闪耀时,[奥]斯蒂芬·茨威格,上海文艺出版社,2019-7,49.00元
小说,一个贫穷的年轻人,福泽彻三,贵州人民出版社,2022-12,59.80元
小说,俗世奇人全本,冯骥才,人民文学出版社,2020-1,36.00
小说,外婆的道歉信,[瑞典] 弗雷德里克·巴克曼,天津人民出版社,2017-5,42.00元
小说,青之炎,[日] 贵志祐介,上海译文出版社,2021-5-1,55.00元
小说,来自新世界 （上下）,[日] 贵志祐介,上海译文出版社,2014-1,88.00
小说,美人城手记,陈崇正,花城出版社,2023-7,58.00元
小说,一地鸡毛,刘震云,长江文艺出版社,2011-9-1,29.00元
小说,德米安,[德] 赫尔曼·黑塞,天津人民出版社,2020-5,58.00元
小说,爱，趁我尚未遗忘,[海地]莱昂内尔·特鲁约,人民文学出版社,2023-6,59.00
小说,橘子不是唯一的水果,[英] 珍妮特·温特森,北京联合出版公司,2018-3,49.00元
小说,陆犯焉识,严歌苓,作家出版社,2011-10,35.00元
小说,虚境奇谭,[美] C.A.史密斯,安徽文艺出版社,2023-7,328.00元
小说,喜鹊谋杀案,[英] 安东尼·霍洛维茨,新星出版社,2019-6,69.00元
小说,最后的礼物,[英国] 阿卜杜勒拉扎克·格尔纳,上海译文出版社,2022-9,78
小说,浮现,[加] 玛格丽特·阿特伍德,上海译文出版社,2023-7,78
小说,坤宁,时镜,江苏凤凰文艺出版社,2021-4,88元（2册）
小说,当她是好女人的时候,[美] 菲利普·罗斯,上海译文出版社,2023-5-31,78.00
小说,局外人,[法] 阿尔贝·加缪,江苏凤凰文艺出版社,2019-3,45.00元
小说,一朵桔梗花,[日] 连城三纪彦,新星出版社,2017-10,48.00
小说,德米安 : 彷徨少年时,[德] 赫尔曼·黑塞,译林出版社,2022-8,42.00
小说,大诱拐,[日] 天藤真,新星出版社,2022-3,55.00元
小说,笑忘录,[捷克] 米兰·昆德拉,上海译文出版社,2004-1,21.00元
小说,死于威尼斯,[德] 托马斯·曼,上海译文出版社,2010-5,20.00元
小说,妻子的后事,[日] 坂井希久子,湖南文艺出版社,2022-3,42.80
小说,看海的人,[日] 小林泰三,新星出版社,2015-2,32.80元
小说,穆斯林的葬礼,霍达,北京十月文艺出版社,1988-12-1,32.00
小说,敲响密室之门2,[日] 青崎有吾,新星出版社,2021-6,48.00元
小说,破镜谋杀案,[英] 阿加莎·克里斯蒂,新星出版社,2014-10,29.00
小说,九故事,[美] J. D. 塞林格,译林出版社,2018-10-1,49.80
小说,冷血,[美] 杜鲁门·卡波特,南海出版公司,2023-1,59.00元
小说,鱼没有脚,[冰岛] 约恩·卡尔曼·斯特凡松,四川文艺出版社,2022-1,49.8
小说,密室收藏家,[日] 大山诚一郎,江苏凤凰文艺出版社,2017-10,36.00
小说,流浪地球,刘慈欣,中国华侨出版社,2016-6,38.00元
小说,动物农场,[英] 乔治·奥威尔,上海译文出版社,2007-3,10.00元
小说,白鲸,[美] 赫尔曼·麦尔维尔、Herman Melville,后浪丨江苏凤凰文艺出版社,2021-8,148.00元
小说,张医生与王医生,伊险峰、杨樱,文汇出版社,2021-11,68.00元
小说,蒙面女人,[英] 阿加莎·克里斯蒂,新星出版社,2016-11,36
小说,刀锋,[英]毛姆,人民文学出版社,2022-4,69
小说,不死之徒,于雷,北京联合出版公司,2023-6,48.00元
小说,愤怒的葡萄,[美]约翰·斯坦贝克,湖南文艺出版社,2019-6,69.00元
小说,四世同堂,老舍,北京十月文艺出版社,2008-07,36.00元
小说,麦田里的守望者（70周年纪念版）,J. D. 塞林格,译林出版社,2021-6,39.00元
小说,羊毛战记,(美)休·豪伊,湖南人民出版社,2013-9,58.00元
小说,希腊棺材之谜,[美] 埃勒里·奎因,新星出版社,2017-3,48.00元
小说,王尔德奇异故事集,[英] 奥斯卡·王尔德,浙江文艺出版社,2020-12-30,39.8
小说,艰辛时刻,[秘鲁] 马里奥·巴尔加斯·略萨,人民文学出版社,2023-2,79.00
小说,亮剑,都梁,解放军文艺出版社,2005-3,28.00元
小说,风声,麦家,上海文艺出版社,2020-11-1,59.90
小说,莱姆狂想曲,[波兰] 斯塔尼斯瓦夫·莱姆,河南文艺出版社,2021-12-15,49.9
小说,连枝苑,叶杨莉,上海文艺出版社,2023-3,55.00
小说,熔炉,[韩] 孔枝泳,北京联合出版公司,2020-6,52.8
小说,银河系搭车客指南,[英] 道格拉斯·亚当斯,上海译文出版社,2011-7,26.00元
小说,沙之书,[阿根廷] 豪·路·博尔赫斯,上海译文出版社,2015-7,26.00
小说,恶棍列传,[阿根廷] 豪·路·博尔赫斯,上海译文出版社,2015-6-1,25.00元
小说,持续破产的女人,[日]新川帆立,北京联合出版公司,2023-5,59.00 元
小说,仿生人会梦见电子羊吗？,[美] 菲利普·迪克,译林出版社,2017-10,39.80
小说,后来的人类,[美] 菲利普·迪克,译林出版社,2017-10,39.80
小说,南荒有沛竹,陆源,上海人民出版社,2023-3-1,59.00元
小说,透明的螺旋,[日本] 东野圭吾,南海出版公司,2022-4,49
小说,基督山伯爵,[法]大仲马,译林出版社,2018-10,138
小说,玩偶,法医秦明、秦明,北京联合出版公司,2021-8-17,49.80元
小说,镜之孤城,[日] 辻村深月,浙江文艺出版社,2020-4,56.00元
小说,倾城之恋,张爱玲,北京十月文艺出版社,2012-6-1,29.80元
小说,平面国,[英] 埃德温·A. 艾勃特（Edwin A. Abbott）、插   图：张志涛 樊忠浩,四川文艺出版社,2021-8,58.00元
小说,莫言的奇奇怪怪故事集,莫言,江苏凤凰文艺出版社,2022-3-21,59.9
小说,虎辞山,猎衣扬,四川文艺出版社,2021-10,58.00元
小说,修道院纪事,[葡萄牙] 若泽·萨拉马戈,南海出版公司,2019-5-31,68.00元
小说,静静的顿河,[苏] 肖洛霍夫,人民文学出版社,2015-8,158.00元
小说,呼兰河传,萧红,译林出版社,2023-4,36.00元
小说,火车,[日]宫部美雪,南海出版公司,2016-1,45.00元
小说,银河帝国1：基地,[美] 艾萨克·阿西莫夫,江苏凤凰文艺出版社,2015-10,45.00元
小说,幻夜,〔日〕东野圭吾,南海出版公司,2009-9,28.00元
小说,明日传奇,[美]加·泽文（Gabrielle Zevin）,上海人民出版社,2023-2,65.00元
小说,生而为人,毕啸南,湖南文艺出版社,2023-3,49.80元
小说,帷幕,[英] 阿加莎·克里斯蒂,新星出版社,2015-2,26.00
小说,射雕英雄传,金庸,广州出版社,2013-4,96.00元
小说,当我们谈论爱情时我们在谈论什么,[美] 雷蒙德·卡佛,译林出版社,2010-1,22.00元
小说,盲视,[加] 彼得·沃茨,理想国 ｜ 北京日报出版社,2021-7,62.00元
小说,激情耗尽,[英] 薇塔·萨克维尔-韦斯特,广西师范大学出版社,2022-10,42
小说,白鹿原,陈忠实,作家出版社,2017-4-1,38.00元
小说,老人与海,[美国] 欧内斯特·海明威,上海译文出版社,2009-6,20.00元
小说,我的名字叫红,[土耳其] 奥尔罕·帕慕克,上海人民出版社,2018-10,85.00元
小说,重力小丑,[日] 伊坂幸太郎,新星出版社,2015-4,35.00
小说,恶魔少年,药丸岳,海南出版社,2022-12-1,45
小说,负零,[日]广濑正,北京联合出版公司,2023-5-1,58.00
小说,奥斯特利茨,[德国] 温弗里德·塞巴尔德,广西师范大学出版社,2019-1,68.00元
小说,焚舟纪,[英] 安吉拉·卡特,南京大学出版社,2019-6,120
小说,狱门岛,[日] 横沟正史,南海出版公司,2012-9,28.00元
小说,香水,[德] 帕·聚斯金德,上海译文出版社,2022-7,59
小说,GOTH断掌事件,(日)乙一,译林出版社,2012-1-1,28.00元
小说,光明共和国,[西] 安德烈斯·巴尔瓦,广西师范大学出版社,2020-4,46.00元
小说,征旅,马鸣谦,人民文学出版社,2023-5,148
小说,她们,玛丽·麦卡锡（Mary McCarthy）,湖南文艺出版社,2021-10,59.8
小说,我们生活在南京,天瑞说符,中信出版社,2022-12,99.80
小说,鸭镇往事,曹寇,上海文艺出版社,2023-3,68.00
小说,时间箭,[英] 马丁·艾米斯,上海译文出版社,2014-4,45.00元
小说,天使望故乡,[美国] 托马斯·沃尔夫,广西师范大学出版社,2022-7,108.00元（全三册）
小说,不便的便利店,[韩] 金浩然,浙江教育出版社,2023-1,45.00元
小说,复活,(俄罗斯) 列夫·托尔斯泰,人民文学出版社,2020-9,98.00元
小说,当尼采哭泣,[美国] 欧文·亚隆,机械工业出版社,2017-3,49.00元
小说,银河系漫游指南,[英] 道格拉斯·亚当斯,四川科学技术出版社,2005-6,16.00元
小说,山月记,[日] 中岛敦,三秦出版社,2018-12,45.00元
小说,我要活下去,[韩国] 金琸桓,敦煌文艺出版社,2022-5-19,52
小说,千秋,梦溪石,天地出版社,2022-2,78.00（全2册）
小说,十宗罪2,蜘 蛛,湖南文艺出版社,2011-7-1,26.80元
小说,学徒,[美] 苔丝·格里森,新星出版社,2023-4,56.00元
小说,古董局中局1,马伯庸,湖南文艺出版社,2018-5-1,45.00元
小说,客乡,[德]燕妮·埃彭贝克,北京日报出版社,2023-1,RMB 59.00
小说,第七天,余华,新星出版社,2013-6,29.50元
小说,西北雨,童伟格,四川人民出版社,2019-10,42.00元
小说,观鹤笔记,她与灯,中国友谊出版公司,2022-12,48.00元
小说,鹿鼎记,金庸,生活·读书·新知三联书店,1994-5,96.00元
小说,使女的故事,[加拿大] 玛格丽特·阿特伍德,上海译文出版社,2020-7,59
小说,鲜花盛开的森林·忧国,(日)三岛由纪夫,上海译文出版社,2013-5,32.00
小说,豺狼的日子,弗·福赛斯、弗雷德里克·福赛斯,新星出版社,2009-6,29.00元
小说,美好事物的忧伤,[英]西蒙·范·布伊,人民文学出版社,2023-6-1,59.00元
小说,随巴黎起舞,[爱尔兰]科伦·麦凯恩,人民文学出版社,2023-4,59.00
小说,天之下,[爱尔兰]科伦·麦凯恩,人民文学出版社,2023-4,59.00
小说,华氏451,[美] 雷·布拉德伯里,上海译文出版社,2022-8,58.00
小说,火星编年史,[美] 雷·布拉德伯里,上海译文出版社,2022-8,79.00
小说,无人生还,[英] 阿加莎·克里斯蒂,新星出版社,2013-7,28.00元
小说,K和N的悲剧,[日] 高野和明,花城出版社,2023-5-22,48.00元
小说,熟年,伊北,中信出版集团,2021-1,58
小说,四魔头,[英] 阿加莎·克里斯蒂,新星出版社,2017-1,30.00元
小说,离世猫的花园,[土] 比尔盖·卡拉素,重庆出版社,2023-6,78.00元
小说,正常人,[爱尔兰] 萨莉·鲁尼,上海译文出版社,2020-7,49.80元
小说,哈利·波特与阿兹卡班的囚徒,[英] J. K. 罗琳,人民文学出版社,2000-9,26.50元
小说,人生,路遥,北京十月文艺出版社,2020-1,45.00元
小说,无敌号,[波] 斯坦尼斯瓦夫·莱姆,译林出版社,2021-8,45.00元
小说,在西瓜糖里,[美] 理查德·布劳提根,人民文学出版社,2021-9,55.00
小说,人性记录,[英]阿加莎·克里斯蒂,新星出版社,2014-1,28.00
小说,外星人与赞美诗,王元,北京联合出版公司,2023-4,59.80
小说,只有你听到,[日] 乙一,浙江人民出版社,2021-1,48.00
小说,城堡,[奥] 弗兰茨·卡夫卡,天津人民出版社,2020-1,49.80元
小说,环界2,[日] 铃木光司,南海出版公司,2017-1-1,39
小说,昨日的世界,[奥] 斯特凡·茨威格,上海译文出版社,2018-7,49.00元
小说,无名之町,[日本] 东野圭吾,南海出版公司,2021-7,59.00元
小说,迷路员,沈大成,台海出版社,2021-7,52
小说,悬崖山庄奇案,[英] 阿加莎·克里斯蒂,新星出版社,2013-5,28.00元
小说,巨人的陨落,[英] 肯·福莱特,江苏凤凰文艺出版社,2016-5-1,CNY 129.80
小说,葡萄牙的高山,[加拿大] 扬·马特尔,北京联合出版公司,2017-11-1,58.00元
小说,哈利·波特与火焰杯,[英] J. K. 罗琳,人民文学出版社,2001-5,39.80元
小说,红楼梦事件,褚盟,浙江文艺出版社,2023-2,58
小说,烦人的爱,[意]埃莱娜•费兰特,人民文学出版社,2022-10,45.00
小说,逃离,[加] 艾丽丝·门罗,北京十月文艺出版社,2016-10-1,49.50元
小说,呼兰河传,萧红,天津人民出版社,2015-3,29
小说,晚明,萧红,天津人民出版社,2015-3,29
小说,春雪,[日] 三岛由纪夫,人民文学出版社,2018-9,49.00元
小说,大奉打更人,卖报小郎君,追梦人出版社、中国文学艺术出版社,2020-11-1,87
小说,姑获鸟之夏,[日] 京极夏彦,上海人民出版社,2008-8,36.00
小说,达洛卫夫人,(英)弗吉尼亚·伍尔夫,上海译文出版社,2009-1,22.00
小说,驻马店伤心故事集,郑在欢,上海文艺出版社,2023-4,52.00元
小说,小说鉴赏,[美] 克林斯·布鲁克斯、[美] 罗伯特·潘·沃伦 编著,花城出版社,2023-2,98.00元
小说,闪光的氰化物,[英] 阿加莎·克里斯蒂,新星出版社,2018-5,38.00
小说,风起陇西,马伯庸,山西人民出版社,2011-1,29.80元
小说,奇鸟行状录,村上春树,上海译文出版社,2009-8,39.00元
小说,空城计,呼延云,新星出版社,2022-5,59.00元
小说,葬礼之后,[英]阿加莎·克里斯蒂,新星出版社,2014-12,28.00元
小说,欢乐与时日,[法]马塞尔·普鲁斯特,译林出版社,2023-7-1,45.00元
小说,大师,[爱尔兰]科尔姆·托宾,上海译文出版社,2021-2,76.00元
小说,我这一辈子,老舍,湖南文艺出版社,2017-5,28.00
小说,当我们谈论爱情时我们在谈论什么,[美] 雷蒙德·卡佛,南海出版公司,2020-10,49.00元
小说,有花生的寻常一天,[美] 雪莉·杰克逊,北京联合出版公司,2022-5,49.80
小说,老妓抄,冈本加乃子,重庆出版社,2012-6,32.00元
小说,地球的漫长午后,[英] 布赖恩·W.奥尔迪斯,人民文学出版社,2023-1,45.00
小说,如英,常小琥,人民文学出版社,2023-1,52.00元
小说,小偷家族,[日] 是枝裕和,北京联合出版公司,2019-1,45.00
小说,第七天,余华,新星出版社,2023-1,49
小说,借镜杀人,[英] 阿加莎·克里斯蒂,新星出版社,2015-5,28.00
小说,厨房,[日]吉本芭娜娜,上海译文出版社,2009-10,22.00元
小说,借命而生,石一枫,河南文艺出版社,2023-5-31,49.90
小说,项塔兰,格里高利·大卫·罗伯兹,北京联合出版公司,2020-8,52.00元
小说,沙漠,[日] 伊坂幸太郎,新星出版社,2020-2,58.00
小说,信号,[美] 蒂姆·高特罗（Tim Gautreaux）,上海译文出版社,2022-4,89.00
小说,朗读者,[德] 本哈德·施林克,译林出版社,2012-8,28.00元
小说,空幻之屋,[英] 阿加莎·克里斯蒂,新星出版社,2014-11,29.00
小说,六姊妹,伊北,河南文艺出版社,2023-5,128.00元
小说,川端康成经典名作集,[日]川端康成,四川人民出版社,2023-6,168.00元
